gvkey,conm,fyear,ni,at,rect,invt,dpc,oancf
1012,Basic-Fit,2001,1060.62,19566.12,281.35,1200.26,1077.31,2974.19
1012,Basic-Fit,2002,1189.78,20979.02,3998.82,0.76,717.72,2184.01
1012,Basic-Fit,2003,1033.61,22285.7,1774.63,2043.16,1218.04,2327.95
1012,Basic-Fit,2004,1728.55,25707.0,148.86,2432.86,655.39,3665.15
1012,Basic-Fit,2005,-533.12,27743.85,2108.93,1235.08,1095.97,631.01
1012,Basic-Fit,2006,1087.14,28746.22,3630.77,5618.05,676.16,1072.27
1012,Basic-Fit,2007,-718.91,30087.76,7700.33,2486.32,618.7,-574.14
1012,Basic-Fit,2008,2646.39,32280.88,3399.51,2019.75,1405.73,4346.18
1012,Basic-Fit,2009,1138.81,34952.13,7142.41,2928.25,2090.8,3178.88
1012,Basic-Fit,2010,1951.84,35491.34,10788.46,1844.76,1751.96,3033.68
1012,Basic-Fit,2011,390.38,35793.17,8084.1,7672.58,785.43,-243.23
1012,Basic-Fit,2012,1297.12,36980.66,4297.72,1372.16,1767.96,4001.01
1012,Basic-Fit,2013,645.69,38664.8,1973.98,3276.96,935.56,2675.22
1012,Basic-Fit,2014,2024.86,41040.76,6602.49,5457.91,1305.67,
1012,Basic-Fit,2015,2703.38,46346.1,14520.99,4302.99,2475.31,2328.81
1012,Basic-Fit,2016,3023.03,51010.27,7104.15,3450.95,1967.52,5802.97
1012,Basic-Fit,2017,3388.77,52868.22,8471.85,5897.54,2660.76,5667.14
1012,Basic-Fit,2018,1312.1,53978.39,5110.09,7839.86,1474.41,3022.21
1012,Basic-Fit,2019,2136.07,59417.95,12973.65,9425.5,1457.06,1187.96
1012,Basic-Fit,2020,2151.74,63759.77,3722.2,8631.83,2189.76,
1012,Basic-Fit,2021,5762.89,69705.85,1852.63,13034.86,1522.3,8069.32
1012,Basic-Fit,2022,-235.64,70721.23,11018.97,1188.67,2894.2,3769.64
1012,Basic-Fit,2023,1968.62,70172.66,6792.77,3087.34,2970.67,4971.78
1013,TKH Group,1995,3166.21,35724.95,8409.13,75.1,786.45,3787.66
1013,TKH Group,1996,941.0,42825.04,7552.03,398.95,1622.33,2250.21
1013,TKH Group,1997,1251.34,43855.79,2781.92,5923.97,1411.45,2359.98
1013,TKH Group,1998,224.73,43383.83,732.23,3553.2,1839.74,3731.76
1013,TKH Group,1999,11.77,42844.68,10302.57,6919.47,1357.29,512.63
1013,TKH Group,2000,2216.83,38737.04,6110.43,6025.49,1721.24,2675.43
1013,TKH Group,2001,2322.16,38277.82,6444.71,59.15,1667.09,4831.35
1013,TKH Group,2002,-30.97,37861.33,469.59,5367.22,2173.71,2429.42
1013,TKH Group,2003,1249.24,34262.33,6459.84,5679.56,1894.98,1816.24
1013,TKH Group,2004,3976.59,37442.78,4626.56,3696.59,1427.09,6435.56
1013,TKH Group,2005,-279.71,37787.46,4146.03,6950.12,1059.39,-196.14
1013,TKH Group,2006,560.65,38034.24,9035.12,6897.66,1816.99,1269.57
1013,TKH Group,2007,2563.83,37991.23,1691.79,2157.29,2047.42,6382.35
1013,TKH Group,2008,2147.46,37940.15,5753.48,2874.02,1193.77,3305.82
1013,TKH Group,2009,644.89,38763.5,5637.53,3086.63,2116.24,2800.2
1013,TKH Group,2010,1653.47,37501.16,10349.0,4122.21,1331.37,1022.41
1013,TKH Group,2011,2847.43,37907.28,7652.61,3742.01,2140.22,4648.92
1013,TKH Group,2012,1496.14,36304.62,1841.17,447.73,983.75,4171.71
1013,TKH Group,2013,2804.45,38962.13,3433.75,5425.71,1294.42,3943.14
1013,TKH Group,2014,2181.4,39617.35,7901.56,9001.84,1569.72,1175.1
1013,TKH Group,2015,597.9,41643.24,6411.8,5520.59,986.02,563.0
1013,TKH Group,2016,1168.16,44871.8,9278.16,5149.22,,356.33
1013,TKH Group,2017,522.45,45240.69,10422.14,2183.72,2562.31,2313.36
1013,TKH Group,2018,732.13,44873.37,5820.21,8509.67,1697.21,1719.23
1013,TKH Group,2019,3524.07,47811.16,8989.24,3986.96,2238.2,4775.08
1013,TKH Group,2020,1369.21,49772.21,8018.62,206.93,2282.68,5103.28
1013,TKH Group,2021,3613.88,53645.72,6932.83,6296.33,1561.4,4030.79
1013,TKH Group,2022,985.57,54288.81,4705.87,10002.34,2428.55,1915.22
1013,TKH Group,2023,1620.8,56076.25,9923.2,4630.98,2103.25,3303.1
1014,Arcadis NV,1995,631.42,26186.8,3575.08,313.05,674.65,674.43
1014,Arcadis NV,1996,-183.68,27943.22,473.65,5585.15,1225.76,1225.07
1014,Arcadis NV,1997,677.28,29178.67,7653.38,4092.93,1181.8,710.56
1014,Arcadis NV,1998,711.67,30930.11,6223.81,5961.41,1189.28,686.06
1014,Arcadis NV,1999,1557.75,29707.25,4723.63,2507.47,1373.04,3082.61
1014,Arcadis NV,2000,790.89,32157.33,1483.63,3869.93,,2505.74
1014,Arcadis NV,2001,1325.01,32708.14,6478.24,2972.95,1613.13,2757.04
1014,Arcadis NV,2002,1973.08,32958.61,3322.31,2738.84,1369.26,3664.13
1014,Arcadis NV,2003,1689.59,33434.52,5306.89,5546.43,1210.51,2656.67
1014,Arcadis NV,2004,908.02,32390.6,7442.52,3059.55,1597.8,1551.44
1014,Arcadis NV,2005,366.14,36981.85,5180.05,242.33,1647.96,2566.79
1014,Arcadis NV,2006,1717.96,37145.73,9264.58,2492.86,1068.04,1228.05
1014,Arcadis NV,2007,1318.85,38848.96,6263.48,5055.8,1483.48,1547.11
1014,Arcadis NV,2008,3172.16,38771.22,200.19,3097.28,1789.18,5462.22
1014,Arcadis NV,2009,2335.97,39926.61,2686.72,68.3,2184.34,4840.34
1014,Arcadis NV,2010,724.03,39280.49,6834.51,4818.52,1354.74,1382.15
1014,Arcadis NV,2011,1978.51,42323.71,11888.66,3479.95,1119.46,2006.28
1014,Arcadis NV,2012,2383.53,47210.71,9489.33,7870.61,1284.2,2185.47
1014,Arcadis NV,2013,1726.99,49852.63,6946.57,3898.45,1892.81,4321.28
1014,Arcadis NV,2014,4888.01,54543.5,2043.0,1734.29,2670.86,8611.67
1014,Arcadis NV,2015,1186.11,54562.3,6317.61,4003.08,2192.01,4618.81
1014,Arcadis NV,2016,3552.24,59805.34,7720.97,5013.05,1507.88,4688.86
1014,Arcadis NV,2017,5283.59,64968.78,4345.78,3369.45,2676.24,9750.25
1014,Arcadis NV,2018,788.4,68507.07,2771.75,2920.06,2677.64,4435.38
1014,Arcadis NV,2019,1976.93,72517.04,21402.11,4523.98,,1713.82
1014,Arcadis NV,2020,158.76,71670.57,8340.88,10542.84,2647.69,2551.73
1014,Arcadis NV,2021,1556.05,82985.69,2571.19,432.81,3501.7,6774.0
1014,Arcadis NV,2022,6466.55,81955.1,10805.85,1839.24,2169.5,9050.96
1014,Arcadis NV,2023,1753.55,87743.56,19793.58,5642.7,1773.44,5890.32
1015,Brunel Intl,1995,2093.93,47253.94,7107.25,5629.07,1929.86,3757.38
1015,Brunel Intl,1996,4504.51,48762.46,4804.2,2631.76,2543.27,8719.36
1015,Brunel Intl,1997,902.15,47855.87,7190.45,6284.62,2865.26,3177.75
1015,Brunel Intl,1998,422.73,49773.14,10252.51,121.64,1561.87,2480.7
1015,Brunel Intl,1999,4871.45,47325.96,6058.73,8319.79,1717.24,6292.65
1015,Brunel Intl,2000,966.31,48217.28,15420.56,6948.0,2073.14,1795.7
1015,Brunel Intl,2001,916.85,45571.78,7016.95,2634.5,1123.38,3625.86
1015,Brunel Intl,2002,4003.28,47060.52,6630.4,4780.1,959.51,4861.54
1015,Brunel Intl,2003,3398.34,52467.53,8283.64,3855.27,1614.06,3738.29
1015,Brunel Intl,2004,4177.74,59877.1,5851.06,7510.41,1683.18,5160.32
1015,Brunel Intl,2005,3277.22,63222.56,15408.05,3269.11,1371.33,3359.15
1015,Brunel Intl,2006,-2874.44,61033.32,9489.9,11686.02,3456.94,-2060.33
1015,Brunel Intl,2007,2206.32,62391.79,10673.1,1859.67,1684.08,3990.64
1015,Brunel Intl,2008,-303.0,68417.57,11868.11,9316.18,3045.34,750.69
1015,Brunel Intl,2009,5276.09,71528.41,6489.94,4123.21,3874.91,10425.6
1015,Brunel Intl,2010,4698.14,70444.65,15292.75,6952.56,2626.79,6013.47
1015,Brunel Intl,2011,2695.89,75589.39,12171.6,4524.79,3690.46,8743.04
1015,Brunel Intl,2012,301.47,74174.01,8012.74,1572.45,2897.35,5618.97
1015,Brunel Intl,2013,4835.42,75004.87,1236.27,3264.41,4389.63,13039.1
1015,Brunel Intl,2014,2442.89,84248.49,9062.46,8899.85,4167.02,6288.2
1015,Brunel Intl,2015,6990.49,85993.17,14866.09,10636.73,4639.85,8830.64
1015,Brunel Intl,2016,3681.88,84498.67,17733.25,6999.6,3193.71,4347.18
1015,Brunel Intl,2017,-33.53,76635.02,7970.15,8788.46,3680.62,2198.53
1015,Brunel Intl,2018,3428.04,70405.65,11364.89,10541.48,3562.52,6977.78
1015,Brunel Intl,2019,5845.29,76676.38,14839.28,4675.33,4105.31,
1015,Brunel Intl,2020,4446.74,78001.58,7319.89,5158.27,2947.98,9429.69
1015,Brunel Intl,2021,6402.69,83916.24,6087.01,2722.88,2843.65,11205.59
1015,Brunel Intl,2022,1113.02,83941.23,14317.73,7710.59,4525.93,5900.17
1015,Brunel Intl,2023,4295.79,98662.16,22268.27,7167.75,2001.73,3841.96
1016,Flow Traders,1995,790.44,30561.98,5272.0,2756.04,1127.42,1842.48
1016,Flow Traders,1996,373.72,34594.84,4168.37,1728.7,944.31,649.17
1016,Flow Traders,1997,850.96,38095.43,3988.78,2562.02,1577.11,3062.12
1016,Flow Traders,1998,3416.85,39183.39,5374.9,2028.47,2036.69,5724.83
1016,Flow Traders,1999,1991.58,42452.81,3400.84,7509.5,970.28,4209.49
1016,Flow Traders,2000,-299.48,46705.53,7615.75,3177.06,2312.15,
1016,Flow Traders,2001,2040.99,45569.18,2496.05,7403.44,1500.25,3197.33
1016,Flow Traders,2002,1314.65,50455.83,7203.74,9111.09,1237.03,2404.21
1016,Flow Traders,2003,2643.59,50870.65,10039.0,8766.62,2611.65,3396.66
1016,Flow Traders,2004,2567.93,51992.36,8474.47,6081.8,1164.16,3509.48
1016,Flow Traders,2005,2375.94,53988.95,5799.33,6124.31,2819.36,3572.69
1016,Flow Traders,2006,758.14,55012.16,13826.29,10516.17,1517.84,187.53
1016,Flow Traders,2007,2319.53,62113.63,5290.68,9943.61,1627.44,4318.03
1016,Flow Traders,2008,2634.57,64503.24,6297.73,3246.8,1906.17,6031.47
1016,Flow Traders,2009,691.45,61840.92,7854.05,1571.29,2034.81,2652.1
1016,Flow Traders,2010,2416.12,62950.74,10397.65,4267.39,2696.84,4210.77
1016,Flow Traders,2011,-395.4,65626.87,8279.92,6094.23,3754.41,2563.88
1016,Flow Traders,2012,2236.11,69489.07,10657.09,5201.12,3358.92,5718.68
1016,Flow Traders,2013,3795.23,74284.91,11309.14,3494.78,3640.47,6663.05
1016,Flow Traders,2014,2682.4,73930.72,8263.27,5050.03,2537.19,5629.18
1016,Flow Traders,2015,4316.25,80783.13,9255.63,9754.59,4841.93,8352.54
1016,Flow Traders,2016,9753.12,78059.6,8767.06,11443.5,3319.55,11468.04
1016,Flow Traders,2017,4531.09,74842.15,8928.51,11860.29,4439.51,7808.02
1016,Flow Traders,2018,3179.65,81639.26,10488.77,11053.42,2533.94,5160.16
1016,Flow Traders,2019,4341.48,78163.52,9808.21,11699.56,3383.4,7606.97
1016,Flow Traders,2020,4821.29,85260.44,21418.05,3990.7,4057.02,6775.32
1016,Flow Traders,2021,1850.15,97132.95,10615.72,8307.99,4937.86,8687.5
1016,Flow Traders,2022,6381.29,90869.69,16516.81,5778.97,3207.65,9783.24
1016,Flow Traders,2023,2232.71,95182.91,12792.65,5008.74,3399.49,8071.97
1017,Kendrion NV,1995,1722.03,26724.19,3034.46,3064.99,625.43,2414.02
1017,Kendrion NV,1996,1443.37,28286.66,4935.87,858.51,1262.71,2672.49
1017,Kendrion NV,1997,2007.41,32064.53,2218.57,6958.73,1052.66,2382.87
1017,Kendrion NV,1998,340.65,34169.88,12105.76,1397.44,744.74,869.9
1017,Kendrion NV,1999,2516.11,33113.71,5531.18,2371.0,1748.58,
1017,Kendrion NV,2000,2126.44,32659.36,6459.56,4430.85,1336.77,2445.9
1017,Kendrion NV,2001,797.35,33829.63,4750.61,2842.85,1060.92,2065.0
1017,Kendrion NV,2002,2889.05,35517.49,6421.96,5485.36,,4092.77
1017,Kendrion NV,2003,306.54,39013.45,5995.08,5981.78,1609.79,850.74
1017,Kendrion NV,2004,-1173.56,44882.03,8514.0,6275.61,1603.9,-1038.69
1017,Kendrion NV,2005,3274.18,44423.15,7239.41,11567.39,2470.64,4131.94
1017,Kendrion NV,2006,723.85,42309.79,5264.22,7154.9,1493.04,800.11
1017,Kendrion NV,2007,1055.57,42716.92,6305.61,5531.12,1207.62,687.66
1017,Kendrion NV,2008,2763.92,47240.25,137.77,2883.08,2826.26,6235.68
1017,Kendrion NV,2009,694.64,54903.67,5797.78,9048.94,2694.85,2213.44
1017,Kendrion NV,2010,855.23,63276.34,11687.0,2273.81,1958.52,3824.11
1017,Kendrion NV,2011,5924.51,68373.28,6833.15,4404.18,2350.02,9276.15
1017,Kendrion NV,2012,-67.21,77325.07,11096.73,6284.47,1971.83,2446.39
1017,Kendrion NV,2013,2801.39,80491.69,10895.74,12593.37,4594.8,3945.47
1017,Kendrion NV,2014,1102.73,81926.9,12223.36,4213.15,4048.28,5234.79
1017,Kendrion NV,2015,643.39,79014.27,5444.18,4289.77,4194.11,3998.68
1017,Kendrion NV,2016,823.31,81502.5,11098.67,7161.56,1790.76,2151.49
1017,Kendrion NV,2017,7594.79,81680.66,5612.97,8994.61,4345.06,12284.71
1017,Kendrion NV,2018,6728.6,84658.97,19473.11,15292.22,3220.04,8155.7
1017,Kendrion NV,2019,1780.2,87251.69,7886.73,9404.58,2176.21,3385.91
1017,Kendrion NV,2020,1339.79,82760.63,17736.14,1304.32,2908.8,1179.69
1017,Kendrion NV,2021,1804.1,91532.47,11164.64,6056.04,2963.89,4459.41
1017,Kendrion NV,2022,2642.95,89627.34,10597.21,10967.27,3436.82,4530.03
1017,Kendrion NV,2023,4407.63,104338.43,15922.94,18234.74,3108.09,7154.07
1018,OCI NV,1995,1343.76,30314.77,3754.55,4459.36,1415.09,2840.56
1018,OCI NV,1996,1135.18,32033.44,3339.74,3643.44,1649.48,2466.24
1018,OCI NV,1997,-651.66,30903.24,1926.19,4239.49,701.71,12.21
1018,OCI NV,1998,1770.53,31874.33,3968.86,1588.03,776.84,2976.71
1018,OCI NV,1999,2281.17,30668.46,4234.28,1300.94,1360.26,4649.92
1018,OCI NV,2000,1315.1,33614.1,7097.78,5080.94,1491.67,2020.58
1018,OCI NV,2001,1632.23,35018.47,5083.43,2584.64,2099.69,3842.83
1018,OCI NV,2002,812.83,33639.05,6564.44,3291.66,1108.64,
1018,OCI NV,2003,515.42,37227.66,9162.14,3131.56,1247.78,1349.34
1018,OCI NV,2004,-52.48,39658.1,1600.29,4155.29,1449.83,1128.17
1018,OCI NV,2005,1133.87,44828.55,11644.76,2925.48,2330.25,2753.03
1018,OCI NV,2006,1725.33,48764.34,17358.11,6265.5,2136.25,832.62
1018,OCI NV,2007,1620.75,49460.96,4074.61,7705.93,1883.29,2883.89
1018,OCI NV,2008,2745.07,50971.91,8835.06,334.78,2038.99,5067.63
1018,OCI NV,2009,1926.9,53558.64,2903.84,5373.57,3080.74,6131.02
1018,OCI NV,2010,394.3,55133.96,6857.17,1320.68,1294.71,1289.32
1018,OCI NV,2011,-193.7,53238.95,6964.48,3453.39,1748.11,1596.42
1018,OCI NV,2012,3739.47,53918.05,9517.66,6361.75,1523.89,4239.83
1018,OCI NV,2013,3708.62,53362.24,12590.4,4571.52,1790.28,4987.44
1018,OCI NV,2014,2448.81,50774.13,8358.4,5449.16,2713.72,4613.45
1018,OCI NV,2015,951.45,50486.1,13773.2,3752.94,2535.9,1258.59
1018,OCI NV,2016,-1223.12,55122.78,3524.03,5958.86,1595.9,110.69
1018,OCI NV,2017,3792.13,57845.67,6134.4,3896.94,2205.73,
1018,OCI NV,2018,3866.07,57862.39,11930.72,10711.33,3001.34,5488.36
1018,OCI NV,2019,3185.78,64035.88,3569.92,2860.72,3775.28,7209.56
1018,OCI NV,2020,211.13,68605.48,11124.71,2218.38,1585.87,1211.73
1018,OCI NV,2021,-2.93,77394.74,11874.54,1602.27,4507.11,4939.54
1018,OCI NV,2022,-620.15,83615.68,6820.41,11983.01,,4339.73
1018,OCI NV,2023,3893.43,77394.27,13851.38,2824.24,3657.7,7122.61
1019,PostNL NV,1995,4881.39,45323.55,2300.45,7391.73,1639.26,8675.92
1019,PostNL NV,1996,676.2,47543.12,10188.48,8718.26,2588.72,1290.62
1019,PostNL NV,1997,549.37,48600.19,5560.61,7223.21,1337.92,2039.36
1019,PostNL NV,1998,2352.81,47722.38,5170.1,8797.18,984.43,2871.36
1019,PostNL NV,1999,3133.7,41599.87,9887.29,5767.21,1540.37,4018.26
1019,PostNL NV,2000,356.99,39965.68,4742.05,2852.09,2153.04,1947.88
1019,PostNL NV,2001,2342.14,39010.86,228.56,8510.32,1857.69,4596.17
1019,PostNL NV,2002,5315.77,42322.16,5198.9,4532.93,996.17,7677.75
1019,PostNL NV,2003,1666.26,45007.47,2495.65,678.64,1744.25,4634.95
1019,PostNL NV,2004,1866.93,50709.8,3397.38,10095.07,2886.13,4522.9
1019,PostNL NV,2005,1854.26,51740.52,5174.03,5232.48,1628.41,3168.17
1019,PostNL NV,2006,2707.22,49760.19,4795.24,6358.83,1217.23,3650.76
1019,PostNL NV,2007,3569.28,53640.96,8890.85,2754.87,1808.45,5198.81
1019,PostNL NV,2008,2776.76,49686.72,6335.06,4750.36,1868.59,6274.91
1019,PostNL NV,2009,644.21,51405.11,3400.35,848.35,2562.34,4395.06
1019,PostNL NV,2010,321.27,55013.31,12399.87,3401.16,3140.65,2698.11
1019,PostNL NV,2011,1811.36,62072.72,19061.68,8018.46,3372.67,1242.24
1019,PostNL NV,2012,5145.75,68017.79,14167.81,1012.98,2962.1,6690.78
1019,PostNL NV,2013,1564.8,69796.44,2643.23,4785.79,2640.94,5841.2
1019,PostNL NV,2014,3118.3,73718.27,11823.48,15754.17,4277.1,2771.07
1019,PostNL NV,2015,6679.54,83020.64,18272.09,13191.68,3970.56,7895.37
1019,PostNL NV,2016,6684.51,84170.49,8688.39,11588.54,4275.46,9793.47
1019,PostNL NV,2017,6036.79,95358.8,9061.35,12515.16,3782.78,8740.76
1019,PostNL NV,2018,5810.8,105313.75,23550.29,16692.31,5950.69,8550.07
1019,PostNL NV,2019,6695.17,116902.73,16915.2,18727.48,5445.82,8122.39
1019,PostNL NV,2020,7890.11,108994.6,9775.14,5081.76,5859.76,16689.71
1019,PostNL NV,2021,4444.81,112838.9,31339.49,7169.46,5334.28,9051.04
1019,PostNL NV,2022,6044.55,114818.52,15688.14,6221.69,5816.74,17071.35
1019,PostNL NV,2023,5949.93,125988.59,23549.87,22840.32,5708.75,5479.9
1020,SBM Offshore,1995,345.27,10656.99,492.95,782.28,440.75,893.22
1020,SBM Offshore,1996,447.93,11258.9,3028.08,1479.91,431.61,485.84
1020,SBM Offshore,1997,683.04,10770.84,2417.7,1180.99,418.43,1050.5
1020,SBM Offshore,1998,276.02,11098.7,1734.38,1242.64,484.37,847.73
1020,SBM Offshore,1999,-160.19,11653.4,1717.85,1339.31,690.9,142.7
1020,SBM Offshore,2000,443.64,13024.91,3097.37,2367.13,323.41,-82.22
1020,SBM Offshore,2001,360.33,13155.82,725.42,417.94,709.03,1565.61
1020,SBM Offshore,2002,633.17,14589.63,2803.07,1407.97,762.99,1245.16
1020,SBM Offshore,2003,753.26,14580.83,3618.12,493.02,313.56,1035.64
1020,SBM Offshore,2004,441.86,16333.59,2598.65,664.45,389.19,908.73
1020,SBM Offshore,2005,347.87,17797.7,2348.68,1890.43,923.07,1474.79
1020,SBM Offshore,2006,767.52,17853.05,2397.49,1417.21,932.04,1575.09
1020,SBM Offshore,2007,680.26,18952.78,480.18,2696.45,1057.63,1803.29
1020,SBM Offshore,2008,1118.0,19363.1,2235.76,915.14,1061.01,2387.67
1020,SBM Offshore,2009,128.29,21236.11,3411.54,2568.23,753.74,819.5
1020,SBM Offshore,2010,-400.5,19741.53,3090.97,2465.7,756.95,245.31
1020,SBM Offshore,2011,1578.69,22281.28,1742.48,2585.42,1310.26,3084.72
1020,SBM Offshore,2012,308.7,24137.42,5921.68,2240.26,720.89,176.65
1020,SBM Offshore,2013,1621.08,22757.31,1863.73,3219.31,491.61,2557.19
1020,SBM Offshore,2014,1208.39,25310.8,303.48,2757.33,518.79,1895.55
1020,SBM Offshore,2015,1607.64,28261.69,5412.47,2241.32,1360.3,2541.91
1020,SBM Offshore,2016,1407.25,31238.08,5181.95,812.94,1416.21,3831.17
1020,SBM Offshore,2017,2080.27,34010.36,3506.99,5335.57,1418.14,3636.85
1020,SBM Offshore,2018,2738.66,39047.02,5573.96,2925.96,1351.95,3571.9
1020,SBM Offshore,2019,2287.36,39873.53,9193.21,7220.44,1178.08,2803.38
1020,SBM Offshore,2020,1121.11,44392.67,8646.72,3752.78,2095.74,2233.58
1020,SBM Offshore,2021,980.78,47846.84,10359.83,3097.06,1976.75,1735.67
1020,SBM Offshore,2022,-1495.16,51895.83,10867.31,1975.67,2901.9,1404.86
1020,SBM Offshore,2023,3184.24,54304.68,9950.35,3913.39,2448.65,5870.17
1021,Fugro NV,1995,1777.14,29413.64,1286.84,3671.38,1702.99,4010.77
1021,Fugro NV,1996,480.43,29664.64,6978.2,1716.71,1121.63,322.31
1021,Fugro NV,1997,689.08,31118.61,4343.43,5100.62,1189.88,1036.76
1021,Fugro NV,1998,1122.88,32873.89,2804.01,6841.55,859.3,1093.43
1021,Fugro NV,1999,1832.25,33771.89,4791.22,4499.71,1179.2,2582.61
1021,Fugro NV,2000,681.68,36820.78,11229.21,1352.42,1208.04,
1021,Fugro NV,2001,1444.67,40252.27,4891.3,1193.21,1041.86,4533.83
1021,Fugro NV,2002,-118.62,41480.64,7706.77,3325.68,1340.79,2166.81
1021,Fugro NV,2003,1869.54,42105.99,10359.86,5226.25,880.1,1761.08
1021,Fugro NV,2004,1458.59,42988.35,5018.68,2392.35,2481.98,4498.16
1021,Fugro NV,2005,4159.73,47733.51,4559.96,6555.79,1121.93,6342.9
1021,Fugro NV,2006,4592.93,48821.85,6771.95,3363.57,2727.05,7192.15
1021,Fugro NV,2007,2652.89,52488.7,203.91,5992.2,1235.48,5467.1
1021,Fugro NV,2008,381.59,53275.6,10329.55,3735.49,1879.07,2888.96
1021,Fugro NV,2009,-611.29,58201.83,6582.35,9745.43,3389.74,2528.46
1021,Fugro NV,2010,241.23,60571.82,884.81,2085.33,1500.62,3066.0
1021,Fugro NV,2011,4123.27,68486.96,4139.77,3918.88,1697.34,5262.12
1021,Fugro NV,2012,3614.54,72175.17,7799.19,10403.63,1914.98,4974.87
1021,Fugro NV,2013,1981.51,78520.76,9593.13,13065.19,1867.25,1745.84
1021,Fugro NV,2014,6222.16,78679.96,3470.13,5886.94,1875.21,8929.93
1021,Fugro NV,2015,3757.35,87513.24,7410.64,12643.5,2524.28,8855.12
1021,Fugro NV,2016,-262.8,92839.4,4870.57,2043.42,2280.01,3041.25
1021,Fugro NV,2017,-2214.3,101846.27,8221.78,10353.06,5147.68,6842.44
1021,Fugro NV,2018,9479.27,100653.11,17085.35,11619.67,2517.71,9966.52
1021,Fugro NV,2019,-900.86,100837.54,26151.47,14480.91,4087.87,165.74
1021,Fugro NV,2020,4440.63,111602.33,19280.87,5046.77,3148.98,7721.59
1021,Fugro NV,2021,5775.09,114326.6,28164.53,2621.41,5618.26,10681.1
1021,Fugro NV,2022,9055.42,125740.29,25458.59,17201.97,7049.81,14079.82
1021,Fugro NV,2023,7034.87,135031.05,3699.85,12493.01,3677.43,13509.59
1022,Alfen NV,1995,511.96,12171.21,2207.1,1529.66,614.54,999.54
1022,Alfen NV,1996,621.26,13288.24,2534.92,1695.23,560.19,1026.22
1022,Alfen NV,1997,606.18,13690.97,2346.75,1806.05,820.76,1211.98
1022,Alfen NV,1998,743.99,13124.42,2374.38,1469.84,775.84,1712.79
1022,Alfen NV,1999,274.98,14719.34,3394.25,1849.57,458.37,319.29
1022,Alfen NV,2000,1393.9,15083.85,1479.43,714.01,469.95,2181.75
1022,Alfen NV,2001,648.55,16275.85,3791.59,1182.84,369.94,855.75
1022,Alfen NV,2002,1115.2,15836.89,3246.96,2590.0,818.91,1459.85
1022,Alfen NV,2003,247.6,14847.18,2205.94,430.89,315.71,68.27
1022,Alfen NV,2004,853.39,14864.72,1273.39,2105.99,717.11,1495.6
1022,Alfen NV,2005,484.79,14876.46,896.91,2447.74,638.03,740.36
1022,Alfen NV,2006,565.0,14582.78,792.41,1462.96,308.07,1459.02
1022,Alfen NV,2007,169.47,15059.07,3695.44,3307.18,509.08,-98.96
1022,Alfen NV,2008,318.24,15300.73,1299.84,467.12,318.08,855.12
1022,Alfen NV,2009,1092.08,16696.88,1192.99,2228.55,992.31,1974.99
1022,Alfen NV,2010,251.65,15729.67,3711.6,2326.57,701.43,682.9
1022,Alfen NV,2011,-281.44,15502.99,2291.11,1884.96,339.53,-8.17
1022,Alfen NV,2012,1453.57,16354.5,4352.65,2587.12,638.0,1595.8
1022,Alfen NV,2013,447.75,17732.17,1652.72,2062.56,639.99,1131.97
1022,Alfen NV,2014,390.91,18498.11,4830.27,1959.1,919.14,532.01
1022,Alfen NV,2015,-12.0,22001.21,2725.13,2258.83,899.65,675.39
1022,Alfen NV,2016,1852.0,24056.32,2888.86,3752.28,878.0,3127.74
1022,Alfen NV,2017,974.24,25402.11,6264.59,1791.98,1348.58,1966.33
1022,Alfen NV,2018,1388.21,24393.65,4586.07,2516.1,659.59,1827.17
1022,Alfen NV,2019,793.86,23343.68,3416.03,2590.29,1307.78,1415.55
1022,Alfen NV,2020,696.58,23942.64,6172.14,1468.47,978.73,1193.65
1022,Alfen NV,2021,1311.22,21576.66,2614.72,2764.18,715.73,2456.57
1022,Alfen NV,2022,403.57,22430.02,2421.41,2480.85,977.48,1589.91
1022,Alfen NV,2023,1536.97,23709.91,2946.63,339.32,1362.82,3550.2
1023,ForFarmers,1995,2476.16,49192.1,1560.03,1178.37,1455.45,4821.26
1023,ForFarmers,1996,3127.03,46312.12,5864.7,4940.17,1645.88,4962.62
1023,ForFarmers,1997,1851.44,50278.92,13206.83,7790.67,2275.33,3062.65
1023,ForFarmers,1998,1606.23,48019.28,7487.95,8145.13,1753.59,3244.13
1023,ForFarmers,1999,61.11,53755.95,10607.95,648.21,2661.53,2664.52
1023,ForFarmers,2000,4225.86,52368.93,9402.61,1173.01,2363.51,7946.99
1023,ForFarmers,2001,3972.44,56536.62,16043.73,4159.91,1853.04,2832.54
1023,ForFarmers,2002,1967.16,53264.4,13802.35,7717.86,1452.82,2676.94
1023,ForFarmers,2003,1472.39,57098.13,17468.32,2938.82,1594.79,2145.27
1023,ForFarmers,2004,769.98,54265.15,10377.86,5065.5,1340.02,1013.28
1023,ForFarmers,2005,1436.03,59573.1,7601.83,4066.95,1877.65,3765.06
1023,ForFarmers,2006,3727.11,57196.79,3734.53,8231.54,2078.59,5303.45
1023,ForFarmers,2007,4818.52,59132.17,12132.65,3743.16,1947.21,6023.86
1023,ForFarmers,2008,1802.09,61620.38,1870.53,5605.87,2052.85,5710.54
1023,ForFarmers,2009,2807.47,72835.98,17782.39,5712.08,2338.06,3414.8
1023,ForFarmers,2010,6353.43,81824.33,10297.83,4438.17,4509.82,9843.28
